type,local_X,local_Y,local_Z,phi_rad,phi_deg,radial_distance
center,557.8514146105757,-4.804752046998726e-14,2.2737367544323206e-12,0,0,0
edge,374.50141461087725,0.0,-1.4210854715202004e-13,0.0,0.0,18.334999999969845 
edge,374.50141461087725,-59.574026304205475,-1.4210854715202004e-13,0.3141592653589793,18.0,19.278559881376925 
edge,379.866328988282,-129.3137340552719,-1.4210854715202004e-13,0.6283185307179586,36.0,22.00016648102754 
edge,413.62663213467584,-198.50838308371632,-1.4210854715202004e-13,0.9424777960769379,54.0,24.536985559504267 
edge,476.71285382258486,-249.71881276729292,-1.4210854715202004e-13,1.2566370614359172,72.0,26.256989830643718 
edge,557.8514146105758,-268.6500000000071,-1.4210854715202004e-13,1.5707963267948966,90.0,26.865000000000705 
edge,638.989975398622,-249.71881276746421,-1.4210854715202004e-13,1.8849555921538759,108.0,26.256989830661723 
edge,702.0761970865317,-198.5083830837934,-1.4210854715202004e-13,2.199114857512855,126.0,24.536985559513802 
edge,735.836500233044,-129.3137340553988,-1.4210854715202004e-13,2.5132741228718345,144.0,22.00016648104913 
edge,741.2014146103559,-59.574026304232035,-1.4210854715202004e-13,2.827433388230814,162.0,19.278559881385515 
edge,741.2014146103556,-6.553392610016089e-14,-1.4210854715202004e-13,3.141592653589793,180.0,18.33499999997799 
edge,741.2014146103559,59.57402630423195,-1.4210854715202004e-13,3.4557519189487724,198.0,19.278559881385515 
edge,735.836500233044,129.3137340553987,-1.4210854715202004e-13,3.7699111843077517,216.0,22.00016648104913 
edge,702.0761970865317,198.50838308379335,-1.4210854715202004e-13,4.084070449666731,234.0,24.536985559513802 
edge,638.989975398622,249.71881276746416,-1.4210854715202004e-13,4.39822971502571,252.0,26.256989830661723 
edge,557.8514146105758,268.650000000007,-1.4210854715202004e-13,4.71238898038469,270.0,26.865000000000705 
edge,476.71285382258486,249.71881276729283,-1.4210854715202004e-13,5.026548245743669,288.0,26.256989830643718 
edge,413.62663213467584,198.50838308371624,-1.4210854715202004e-13,5.340707511102648,306.0,24.536985559504267 
edge,379.866328988282,129.3137340552718,-1.4210854715202004e-13,5.654866776461628,324.0,22.00016648102754 
edge,374.50141461087725,59.57402630420539,-1.4210854715202004e-13,5.969026041820607,342.0,19.278559881376925 
