type,local_X,local_Y,local_Z,phi_rad,phi_deg,radial_distance
center,1116.9328305639485,-1.1479647278271683e-13,0.0,0,0,0
edge,933.0878305641611,-1.1479647278271683e-13,0.0,0.0,0.0,18.384499999978743 
edge,933.0878305641611,-59.73486155386969,0.0,0.3141592653589793,18.0,19.330607261486072 
edge,933.0878305641612,-133.57121106099117,0.0,0.6283185307179586,36.0,22.724491732318594 
edge,956.867363771974,-220.31121458425247,0.0,0.9424777960769379,54.0,27.23196374316791 
edge,1025.8136525884206,-280.4359939762235,0.0,1.2566370614359172,72.0,29.486785398270914 
edge,1116.9328305639485,-294.15500000000014,0.0,1.5707963267948966,90.0,29.4155 
edge,1208.0520085394385,-280.4359939761074,0.0,1.8849555921538759,108.0,29.486785398258707 
edge,1276.9982973558494,-220.31121458415132,0.0,2.199114857512855,126.0,27.231963743155408 
edge,1300.7335778137578,-133.53905955615113,0.0,2.5132741228718345,144.0,22.719021791602202 
edge,1300.7778305637662,-59.73486155387956,0.0,2.827433388230814,162.0,19.33060726148927 
edge,1300.7778305637667,-1.2315206531557265e-13,0.0,3.141592653589793,180.0,18.384499999981813 
edge,1300.7778305637662,59.73486155387933,0.0,3.4557519189487724,198.0,19.33060726148927 
edge,1300.7335778137578,133.5390595561509,0.0,3.7699111843077517,216.0,22.719021791602202 
edge,1276.9982973558494,220.31121458415112,0.0,4.084070449666731,234.0,27.231963743155408 
edge,1208.0520085394385,280.43599397610717,0.0,4.39822971502571,252.0,29.486785398258707 
edge,1116.9328305639485,294.1549999999999,0.0,4.71238898038469,270.0,29.4155 
edge,1025.8136525884206,280.43599397622324,0.0,5.026548245743669,288.0,29.486785398270914 
edge,956.867363771974,220.31121458425224,0.0,5.340707511102648,306.0,27.23196374316791 
edge,933.0878305641612,133.57121106099098,0.0,5.654866776461628,324.0,22.724491732318594 
edge,933.0878305641611,59.734861553869465,0.0,5.969026041820607,342.0,19.330607261486072 
