type,local_X,local_Y,local_Z,phi_rad,phi_deg,radial_distance
center,1116.9328305702702,-1.5562256346342743e-13,0.0,0,0,0
edge,903.1828305703107,-1.5562256346342748e-13,0.0,0.0,0.0,21.374999999995964 
edge,903.1828305702585,-69.45158506978774,0.0,0.3141592653589793,18.0,22.475005043094203 
edge,904.1445457508087,-154.59973838265648,0.0,0.6283185307179586,36.0,26.30207848524411 
edge,942.0793046065988,-240.6652318670345,0.0,0.9424777960769379,54.0,29.74785864084031 
edge,1022.8156893796303,-289.66277600843205,0.0,1.2566370614359172,72.0,30.45694667408568 
edge,1116.9328305702702,-294.15000000000015,0.0,1.5707963267948966,90.0,29.415000000000003 
edge,1211.0500472649696,-289.6630083860321,0.0,1.8849555921538759,108.0,30.4569711077125 
edge,1291.7866110448438,-240.66558217123844,0.0,2.199114857512855,126.0,29.7479019408212 
edge,1329.7213530276688,-154.59991103672368,0.0,2.5132741228718345,144.0,26.302107858908492 
edge,1330.68283057023,-69.45158506977074,0.0,2.827433388230814,162.0,22.475005043088718 
edge,1330.68283057023,0.0,0.0,3.141592653589793,180.0,21.374999999995964 
edge,1330.68283057023,69.45158506977043,0.0,3.4557519189487724,198.0,22.475005043088718 
edge,1329.7213530276688,154.59991103672337,0.0,3.7699111843077517,216.0,26.302107858908492 
edge,1291.7866110448438,240.66558217123816,0.0,4.084070449666731,234.0,29.7479019408212 
edge,1211.0500472649696,289.66300838603183,0.0,4.39822971502571,252.0,30.4569711077125 
edge,1116.9328305702702,294.14999999999986,0.0,4.71238898038469,270.0,29.415000000000003 
edge,1022.8156893796303,289.66277600843176,0.0,5.026548245743669,288.0,30.45694667408568 
edge,942.0793046065988,240.6652318670342,0.0,5.340707511102648,306.0,29.74785864084031 
edge,904.1445457508087,154.59973838265614,0.0,5.654866776461628,324.0,26.30207848524411 
edge,903.1828305702585,69.45158506978743,0.0,5.969026041820607,342.0,22.475005043094203 
