type,local_X,local_Y,local_Z,phi_rad,phi_deg,radial_distance
center,211.08780258561956,-3.300165307713728e-14,-1.4210854715202004e-13,0,0,0
edge,-4.62219741448461,-4.7212507792337275e-14,-2.8421709430404007e-13,0.0,0.0,21.571000000010418 
edge,-1.1457521952850631,-68.95886214984145,0.0,0.3141592653589793,18.0,22.315556556792412 
edge,23.256828617270536,-136.46719066467344,0.0,0.6283185307179586,36.0,23.217185210487283 
edge,70.27676171854549,-193.80977085216824,0.0,0.9424777960769379,54.0,23.95620514769373 
edge,135.5587408540778,-232.45454986945956,0.0,1.2566370614359172,72.0,24.44171780400471 
edge,211.08780258561956,-246.10999999996653,0.0,1.5707963267948966,90.0,24.61099999999665 
edge,286.6168643171667,-232.4545498694761,0.0,1.8849555921538759,108.0,24.44171780400645 
edge,351.8988434527124,-193.80977085219428,0.0,2.199114857512855,126.0,23.956205147696938 
edge,398.91877655376766,-136.4671906645276,0.0,2.5132741228718345,144.0,23.217185210462453 
edge,423.3213573662136,-68.95886214974058,0.0,2.827433388230814,162.0,22.315556556759756 
edge,426.79780258572373,-8.793689934994719e-14,0.0,3.141592653589793,180.0,21.571000000010415 
edge,423.32135736621365,68.95886214974045,0.0,3.4557519189487724,198.0,22.31555655675976 
edge,398.91877655376777,136.4671906645275,0.0,3.7699111843077517,216.0,23.217185210462457 
edge,351.89884345271247,193.80977085219413,0.0,4.084070449666731,234.0,23.956205147696934 
edge,286.61686431716674,232.45454986947604,0.0,4.39822971502571,252.0,24.44171780400645 
edge,211.08780258561964,246.10999999996648,0.0,4.71238898038469,270.0,24.61099999999665 
edge,135.55874085407788,232.45454986945947,0.0,5.026548245743669,288.0,24.441717804004707 
edge,70.27676171854553,193.80977085216824,0.0,5.340707511102648,306.0,23.95620514769373 
edge,23.256828617270564,136.4671906646734,0.0,5.654866776461628,324.0,23.21718521048728 
edge,-1.1457521952850414,68.95886214984144,0.0,5.969026041820607,342.0,22.315556556792412 
