type,local_X,local_Y,local_Z,phi_rad,phi_deg,radial_distance
center,124.27698991181457,-2.5605806787220647e-14,0.0,0,0,0
edge,-95.35301008821848,-2.5605806787220644e-14,-7.105427357601002e-14,0.0,0.0,21.963000000003305 
edge,-88.72789990287274,-69.20948409471193,0.0,0.3141592653589793,18.0,22.396659521817817 
edge,-60.57146942790075,-134.30026694657295,0.0,0.6283185307179586,36.0,22.848526127999403 
edge,-12.165009474842075,-187.79630114873316,0.0,0.9424777960769379,54.0,23.2128994142856 
edge,51.813129093843386,-223.02083147962887,0.0,1.2566370614359172,72.0,23.44979795190383 
edge,124.27698991181461,-235.31999999997268,0.0,1.5707963267948966,90.0,23.531999999997264 
edge,196.7408507297695,-223.02083147957876,0.0,1.8849555921538759,108.0,23.44979795189856 
edge,260.7189892984748,-187.79630114873814,0.0,2.199114857512855,126.0,23.212899414286216 
edge,309.1254492514485,-134.30026694651386,0.0,2.5132741228718345,144.0,22.84852612798935 
edge,337.2818797263912,-69.20948409467597,0.0,2.827433388230814,162.0,22.396659521806175 
edge,343.90698991184763,5.773159728050814e-14,-1.4967306430955302e-13,3.141592653589793,180.0,21.963000000003305 
edge,337.2818797263912,69.209484094676,0.0,3.4557519189487724,198.0,22.39665952180618 
edge,309.1254492514485,134.30026694651391,0.0,3.7699111843077517,216.0,22.848526127989356 
edge,260.7189892984748,187.79630114873814,0.0,4.084070449666731,234.0,23.21289941428622 
edge,196.74085072976948,223.02083147957876,0.0,4.39822971502571,252.0,23.449797951898567 
edge,124.27698991181461,235.31999999997268,0.0,4.71238898038469,270.0,23.53199999999727 
edge,51.813129093843386,223.02083147962887,0.0,5.026548245743669,288.0,23.449797951903832 
edge,-12.165009474842066,187.79630114873316,0.0,5.340707511102648,306.0,23.212899414285605 
edge,-60.571469427900766,134.30026694657295,0.0,5.654866776461628,324.0,22.848526127999406 
edge,-88.72789990287274,69.20948409471191,0.0,5.969026041820607,342.0,22.396659521817817 
